,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
479,nm0000480,Elias Koteas,1961,\N,"actor,producer,archive_footage","tt0120863,tt0822854,tt0100758,tt0115964"
480,nm0000481,Alice Krige,1954,\N,"actress,producer,writer","tt0117731,tt9086228,tt0105428,tt1981115"
486,nm0000487,Ang Lee,1954,\N,"director,producer,writer","tt0190332,tt0107156,tt0454876,tt0808357"
487,nm0000488,Brandon Lee,1965,1993,"actor,miscellaneous,archive_footage","tt0109506,tt0105219,tt0102915,tt0099978"
488,nm0000489,Christopher Lee,1922,2015,"actor,miscellaneous,producer","tt0121765,tt0167261,tt0070917,tt0120737"
489,nm0000490,Spike Lee,1957,\N,"director,producer,writer","tt0097216,tt0104797,tt0091939,tt0102175"
490,nm0000491,John Leguizamo,1960,\N,"actor,producer,writer","tt0203009,tt0120177,tt0162677,tt0117509"
491,nm0000492,Jennifer Jason Leigh,1962,\N,"actress,producer,writer","tt3460252,tt0105414,tt0108122,tt0109642"
492,nm0000493,Jack Lemmon,1925,2001,"actor,producer,director","tt0053604,tt0104348,tt0053291,tt0078966"
495,nm0000496,Juliette Lewis,1973,\N,"actress,director,producer","tt0101540,tt0110632,tt1322269,tt0116367"
496,nm0000497,Jennifer Lien,1974,\N,"actress,producer,script_department","tt0112178,tt0120586,tt0133189,tt0106100"
498,nm0000499,Bai Ling,\N,\N,"actress,director,producer","tt0119994,tt0109506,tt1121931,tt0405336"
499,nm0000500,Richard Linklater,1960,\N,"producer,director,writer","tt0243017,tt2209418,tt1065073,tt0405296"
500,nm0000501,Ray Liotta,1954,2022,"actor,producer,soundtrack","tt0272207,tt0099685,tt0091983,tt0365686"
501,nm0000502,Christopher Lloyd,1938,\N,"actor,producer,soundtrack","tt0088763,tt0096438,tt0101272,tt0106220"
509,nm0000510,Andie MacDowell,1958,\N,"actress,producer,writer","tt0107048,tt0098724,tt0109831,tt0102070"
512,nm0000513,William H. Macy,1950,\N,"actor,writer,director","tt0116282,tt0175880,tt1586680,tt0118749"
513,nm0000514,Michael Madsen,1957,\N,"actor,producer,writer","tt0105236,tt0266697,tt0119008,tt0103074"
514,nm0000515,Virginia Madsen,1961,\N,"actress,producer,miscellaneous","tt0375063,tt0103919,tt0114194,tt0492044"
516,nm0000517,Terrence Malick,1943,\N,"producer,writer,director","tt0077405,tt0069762,tt0478304,tt5827916"
517,nm0000518,John Malkovich,1953,\N,"actor,producer,writer","tt0120601,tt0107206,tt0094947,tt0887883"
518,nm0000519,David Mamet,1947,\N,"writer,producer,director","tt0093223,tt0120202,tt0104348,tt0120885"
519,nm0000520,Michael Mann,1943,\N,"producer,writer,director","tt0140352,tt0369339,tt0104691,tt0083190"
520,nm0000521,Sophie Marceau,1966,\N,"actress,director,writer","tt0082100,tt0143145,tt0112573,tt1194616"
521,nm0000522,Vanessa Marcil,1968,\N,"actress,archive_footage","tt0117500,tt0056758,tt0364828,tt0098749"
523,nm0000524,Mary Stuart Masterson,1966,\N,"actress,producer,director","tt0106387,tt0094006,tt0101921,tt0109198"
525,nm0000526,Samantha Mathis,1970,\N,"actress,executive,soundtrack","tt0115759,tt0144084,tt0108255,tt0100436"
526,nm0000527,Walter Matthau,1920,2000,"actor,director,producer","tt0063374,tt0072251,tt0060424,tt0069865"
528,nm0000529,Debi Mazar,1964,\N,"actress,make_up_department,producer","tt0112950,tt0140352,tt0106375,tt1767372"
530,nm0000531,Frances McDormand,1957,\N,"actress,producer,soundtrack","tt5027774,tt0116282,tt1748122,tt0181875"
532,nm0000533,Gates McFadden,1949,\N,"actress,producer,miscellaneous","tt8806524,tt0092455,tt0091369,tt0112060"
534,nm0000535,Rose McGowan,1973,\N,"actress,producer,director","tt1077258,tt0155776,tt0462322,tt0158552"
537,nm0000538,Colm Meaney,1953,\N,"actor,producer,soundtrack","tt0106145,tt0375912,tt0105690,tt0118880"
538,nm0000539,Dina Meyer,1968,\N,"actress,producer,archive_footage","tt0120201,tt0113481,tt0387564,tt0432348"
541,nm0000542,Penelope Ann Miller,1964,\N,"actress,soundtrack,archive_footage","tt0106519,tt1655442,tt0099938,tt0099615"
545,nm0000546,Matthew Modine,1959,\N,"actor,producer,director","tt0093058,tt0112760,tt1345836,tt2932536"
546,nm0000547,Alfred Molina,1953,\N,"actor,producer,director","tt0316654,tt0120679,tt0118749,tt0175880"
551,nm0000552,Eddie Murphy,1961,\N,"actor,writer,producer","tt0117218,tt0086960,tt0443489,tt0094898"
552,nm0000553,Liam Neeson,1952,\N,"actor,producer,writer","tt0362269,tt0108052,tt1601913,tt0429493"
553,nm0000554,Sam Neill,1947,\N,"actor,producer,director","tt0107290,tt4698684,tt0104850,tt0107822"
558,nm0000559,Leonard Nimoy,1931,2015,"actor,director,producer","tt0092007,tt0102975,tt0796366,tt0088170"
559,nm0000560,Nick Nolte,1941,\N,"actor,producer,soundtrack","tt1291584,tt0118564,tt0102713,tt0120863"
562,nm0000563,Chris O'Donnell,1970,\N,"actor,producer,director","tt0118688,tt0105323,tt0108333,tt0190865"
563,nm0000564,Peter O'Toole,1932,2013,"actor,producer,director","tt0056172,tt0063227,tt0332452,tt0081568"
565,nm0000566,Julia Ormond,1965,\N,"actress,producer,archive_footage","tt0114319,tt0421715,tt1655420,tt0113071"
567,nm0000568,Frank Oz,1944,\N,"actor,miscellaneous,director","tt0074028,tt0080684,tt0086190,tt0063951"
568,nm0000569,Gwyneth Paltrow,1972,\N,"actress,producer,director","tt0138097,tt0120148,tt0116191,tt1300854"
569,nm0000570,Alan Parker,1944,2020,"director,writer,producer","tt0116250,tt0095647,tt0077928,tt0092563"
570,nm0000571,Mary-Louise Parker,1964,\N,"actress,producer,miscellaneous","tt0439100,tt1245526,tt0318997,tt0790736"
571,nm0000572,Sarah Jessica Parker,1965,\N,"actress,producer,miscellaneous","tt0159206,tt1261945,tt1000774,tt0356680"
573,nm0000574,Jason Patric,1966,\N,"actor,producer,archive_footage","tt0093437,tt0120179,tt0480255,tt0117665"
575,nm0000576,Sean Penn,1960,\N,"actor,producer,director","tt0327056,tt0315733,tt1013753,tt0112818"
578,nm0000579,Ron Perlman,1950,\N,"actor,producer,director","tt3973768,tt0411477,tt0167190,tt0092319"
579,nm0000580,Luke Perry,1966,2019,"actor,producer,director","tt0098749,tt0119116,tt0103893,tt7131622"
581,nm0000582,Joe Pesci,1943,\N,"actor,soundtrack,archive_footage","tt0099685,tt0081398,tt1302006,tt0104952"
585,nm0000586,Jada Pinkett Smith,1971,\N,"producer,actress,writer","tt0242653,tt0114608,tt0120082,tt0369339"
590,nm0000591,Roman Polanski,1933,\N,"director,actor,writer","tt0071315,tt0074811,tt1139328,tt0063522"
591,nm0000592,Pete Postlethwaite,1946,2011,"actor,producer,archive_footage","tt0114814,tt0840361,tt0119567,tt1375666"
593,nm0000594,Jason Priestley,1969,\N,"actor,producer,director","tt0098749,tt1558182,tt2334593,tt5722298"
595,nm0000596,Jonathan Pryce,1947,\N,"actor,producer,soundtrack","tt8404614,tt3750872,tt0120347,tt0104348"
596,nm0000597,Bill Pullman,1953,\N,"actor,director,producer","tt0116629,tt1628841,tt0094012,tt0116922"
598,nm0000599,Kathleen Quinlan,1954,\N,"actress,producer,director","tt0112384,tt0118771,tt0101761,tt0069704"
599,nm0000600,Sam Raimi,1959,\N,"producer,writer,actor","tt0145487,tt0083907,tt0106308,tt0099365"
600,nm0000601,Harold Ramis,1944,2014,"writer,actor,producer","tt0087332,tt0107048,tt0083131,tt0478311"
601,nm0000602,Robert Redford,1936,\N,"producer,actor,director","tt0087781,tt0081283,tt0064115,tt0074119"
603,nm0000604,John C. Reilly,1965,\N,"actor,writer,producer","tt0299658,tt2015381,tt0841046,tt0118749"
605,nm0000606,Jean Reno,1948,\N,"actor,archive_footage,archive_sound","tt0110413,tt0095250,tt0122690,tt0383216"
606,nm0000607,Paul Reubens,1952,2023,"actor,writer,director","tt0090500,tt0089791,tt0094744,tt0251640"
607,nm0000608,Burt Reynolds,1936,2018,"actor,director,producer","tt0118749,tt0076729,tt0082136,tt0117765"
608,nm0000609,Ving Rhames,1959,\N,"actor,producer,writer","tt0110912,tt0120755,tt0163988,tt2381249"
609,nm0000610,Giovanni Ribisi,1974,\N,"actor,producer,cinematographer","tt0181984,tt0346156,tt0499549,tt0219699"
610,nm0000611,Ariana Richards,1979,\N,"actress,archive_footage","tt0107290,tt0100814,tt0119567,tt0259685"
612,nm0000613,Joely Richardson,1965,\N,"actress,producer,soundtrack","tt0361217,tt0187393,tt0115433,tt1932718"
613,nm0000614,Alan Rickman,1946,2016,"actor,writer,director","tt0095016,tt0102798,tt0408236,tt0177789"
614,nm0000615,John Ritter,1948,2003,"actor,producer,writer","tt0117666,tt0075596,tt0100419,tt0307987"
618,nm0000619,Tim Roth,1961,\N,"actor,producer,director","tt0114287,tt3460252,tt0110912,tt0133152"
619,nm0000620,Mickey Rourke,1952,\N,"actor,writer,producer","tt0401792,tt1125849,tt0092563,tt1228705"
620,nm0000621,Kurt Russell,1951,\N,"actor,producer,writer","tt0082340,tt3460252,tt0116225,tt0084787"
622,nm0000623,Rene Russo,1954,\N,"actress,producer,archive_footage","tt2872718,tt0155267,tt0117438,tt0122151"
629,nm0000630,Liev Schreiber,1967,\N,"actor,producer,miscellaneous","tt1895587,tt0458525,tt0368008,tt0404030"
630,nm0000631,Ridley Scott,1937,\N,"producer,director,production_designer","tt3659388,tt0083658,tt0103074,tt0172495"
635,nm0000636,William Shakespeare,1564,1616,"writer,miscellaneous,actor","tt10095582,tt20711868,tt8632012,tt14297038"
639,nm0000640,Martin Sheen,1940,\N,"actor,producer,director","tt0407887,tt0069762,tt0078788,tt1441912"
640,nm0000641,Gary Sinise,1955,\N,"actor,producer,director","tt0109830,tt0105046,tt0112384,tt0117438"
641,nm0000642,Marina Sirtis,1955,\N,"actress,producer,soundtrack","tt0092455,tt0111280,tt0117731,tt0375679"
642,nm0000643,Tom Skerritt,1933,\N,"actor,director,producer","tt0078748,tt0118884,tt0092099,tt0098384"
648,nm0000649,Paul Sorvino,1939,2022,"actor,director,producer","tt0963194,tt0099685,tt0102803,tt0113987"
650,nm0000651,Sissy Spacek,1949,\N,"actress,art_department,director","tt0247425,tt0074285,tt0080549,tt1454029"
652,nm0000653,Brent Spiner,1949,\N,"actor,director,writer","tt0117731,tt1628841,tt0111280,tt0253754"
655,nm0000656,Madeleine Stowe,1958,\N,"actress,director,writer","tt0114746,tt0144214,tt0108122,tt0104691"
656,nm0000657,David Strathairn,1949,\N,"actor,producer,miscellaneous","tt0433383,tt0443272,tt0831387,tt0119488"
657,nm0000658,Meryl Streep,1949,\N,"actress,writer,producer","tt0089755,tt1322269,tt0458352,tt0084707"
660,nm0000661,Donald Sutherland,1935,\N,"actor,producer,writer","tt1951264,tt0414387,tt0067309,tt1951265"
661,nm0000662,Kiefer Sutherland,1966,\N,"actor,producer,miscellaneous","tt0285331,tt0183649,tt0790686,tt1527186"
663,nm0000664,Patrick Swayze,1952,2009,"actor,producer,miscellaneous","tt0092890,tt0099653,tt0102685,tt0098206"
665,nm0000666,Lili Taylor,1967,\N,"actress,writer,producer","tt3488298,tt1457767,tt0116594"
666,nm0000667,David Thewlis,1963,\N,"actor,writer,director","tt0107653,tt2980516,tt1201607,tt0451279"
667,nm0000668,Emma Thompson,1959,\N,"actress,writer,producer","tt0114388,tt2140373,tt0107943,tt0314331"
669,nm0000670,Lea Thompson,1961,\N,"actress,director,producer","tt0088763,tt5039578,tt1727381,tt1758772"
670,nm0000671,Billy Bob Thornton,1955,\N,"actor,writer,director","tt0117666,tt0120324,tt0243133,tt0285742"
672,nm0000673,Marisa Tomei,1964,\N,"actress,producer,soundtrack","tt0104952,tt1125849,tt0247425,tt1596363"
675,nm0000676,Chris Tucker,1971,\N,"actor,writer,producer","tt0266915,tt0120812,tt1045658,tt0293564"
678,nm0000679,Deborah Kara Unger,1966,\N,"actress,producer,miscellaneous","tt0119174,tt1441912,tt0384537,tt0328538"
680,nm0000681,Vince Vaughn,1970,\N,"producer,actor,writer","tt0452594,tt0396269,tt1078940,tt5657856"
681,nm0000682,Paul Verhoeven,1938,\N,"director,producer,writer","tt0093870,tt0389557,tt3716530,tt0164052"
682,nm0000683,Gore Vidal,1925,2012,"writer,actor,archive_footage","tt0119177,tt0111732,tt0080491,tt0041061"
684,nm0000685,Jon Voight,1938,\N,"actor,producer,writer","tt0064665,tt0118615,tt0068473,tt0089941"
685,nm0000686,Christopher Walken,1943,\N,"actor,producer,miscellaneous","tt0077416,tt0264464,tt0427327,tt0114194"
686,nm0000687,J.T. Walsh,1943,1998,"actor,archive_footage,archive_sound","tt0118771,tt0117666,tt0107665,tt0104257"
687,nm0000688,Sela Ward,1956,\N,"actress,producer,archive_footage","tt1628841,tt2267998,tt0106977,tt0338096"
693,nm0000694,Wim Wenders,1945,\N,"director,producer,writer","tt0093191,tt27503384,tt0087884,tt0101458"
698,nm0000699,Michael Wincott,1958,\N,"actor,archive_footage","tt0102798,tt0109506,tt0114558,tt0118583"
700,nm0000701,Kate Winslet,1975,\N,"actress,producer,writer","tt0120338,tt0338013,tt0959337,tt0114388"
701,nm0000702,Reese Witherspoon,1976,\N,"producer,actress,executive","tt2305051,tt0358273,tt0250494,tt0126886"
702,nm0000703,BD Wong,1960,\N,"actor,director,soundtrack","tt0107290,tt4158110,tt0369610,tt0120762"
703,nm0000704,Elijah Wood,1981,\N,"actor,producer,director","tt0120737,tt0167261,tt0167260,tt0338013"
704,nm0000705,Robin Wright,1966,\N,"actress,producer,director","tt0109830,tt0442933,tt0217869,tt0093779"
705,nm0000706,Michelle Yeoh,1962,\N,"actress,producer,writer","tt6710474,tt0190332,tt3104988,tt0120347"
707,nm0000708,Billy Zane,1966,\N,"actor,producer,director","tt0120338,tt0117331,tt0096874,tt0097162"
708,nm0000709,Robert Zemeckis,1952,\N,"producer,writer,director","tt0088763,tt0109830,tt0118884,tt1907668"
714,nm0000715,Caroline Aaron,1952,\N,"actress,producer,miscellaneous","tt1232829,tt0099487,tt0108160,tt0118954"
716,nm0000717,Kareem Abdul-Jabbar,1947,\N,"actor,producer,writer","tt0080339,tt11564570,tt0089155,tt0113097"
718,nm0000719,F. Murray Abraham,1939,\N,"actor,soundtrack,archive_footage","tt2278388,tt0086879,tt0113819,tt0107362"
721,nm0000722,Joss Ackland,1928,2023,"actor,soundtrack,archive_footage","tt0099810,tt0097733,tt0101452,tt0078480"
724,nm0000725,Joey Lauren Adams,1968,\N,"actress,director,writer","tt0118842,tt0106677,tt0142342,tt2996684"
728,nm0000729,Casey Affleck,1975,\N,"actor,director,writer","tt4034228,tt6063090,tt6265828,tt0443680"
731,nm0000732,Danny Aiello,1933,2019,"actor,producer,writer","tt0097216,tt0110413,tt0093565,tt0102070"
737,nm0000738,Muhammad Ali,1942,2016,"actor,writer,producer","tt0076111,tt0056406,tt0118147,tt0077003"
740,nm0000741,Tim Allen,1953,\N,"actor,producer,miscellaneous","tt0114709,tt0101120,tt0177789,tt0452681"
750,nm0000751,Suzy Amis,1962,\N,"actress,producer,soundtrack","tt0114814,tt0109303,tt0120338,tt0106350"
758,nm0000759,Paul Thomas Anderson,1970,\N,"director,writer,producer","tt0272338,tt0118749,tt0469494,tt1791528"
776,nm0000777,Gregg Araki,1959,\N,"writer,director,producer","tt0370986,tt2238050,tt1523483,tt0094134"
777,nm0000778,Alfonso Arau,1932,\N,"actor,director,writer","tt0092086,tt0103994,tt0114887,tt2380307"
798,nm0000799,Edward Asner,1929,2021,"actor,producer,miscellaneous","tt1049413,tt0065314,tt0319343,tt0102138"
806,nm0000807,Jane Austen,1775,1817,"writer,archive_footage","tt0114388,tt0116191,tt13456318,tt0414387"
811,nm0000812,Roger Avary,1965,\N,"producer,writer,director","tt0110912,tt0105236,tt0110265,tt0442933"
815,nm0000816,Jon Avnet,1949,\N,"director,producer,writer","tt0101921,tt0118055,tt0086200,tt0947798"
820,nm0000821,Amitabh Bachchan,1942,\N,"actor,producer,writer","tt0375611,tt0213890,tt5571734,tt0337578"
822,nm0000823,Angelo Badalamenti,1937,2022,"composer,music_department,actor","tt0166924,tt0105665,tt0116922,tt0344510"
828,nm0000829,Stuart Baird,1947,\N,"editor,editorial_department,director","tt1074638,tt0381061,tt0078346,tt0253754"
830,nm0000832,Diane Baker,1938,\N,"actress,producer,production_manager","tt0058329,tt0102926,tt0057426,tt0052948"
832,nm0000834,Kathy Baker,1950,\N,"actress,producer","tt0103512,tt1315216,tt0159365,tt0124315"
834,nm0000836,Scott Bakula,1954,\N,"actor,producer,director","tt0096684,tt0169547,tt1291580,tt1130080"
835,nm0000837,Bob Balaban,1945,\N,"actor,director,producer","tt0280707,tt0310281,tt0075860,tt0379725"
839,nm0000841,Michael Ballhaus,1935,2017,"cinematographer,director,actor","tt0099685,tt0097322,tt0103874,tt0106226"
847,nm0000849,Javier Bardem,1969,\N,"actor,producer,music_department","tt1074638,tt0477348,tt0369702,tt1164999"
850,nm0000852,Jean-Marc Barr,1960,\N,"actor,producer,director","tt0095250,tt0178721,tt1462411,tt1692227"
853,nm0000855,Raymond J. Barry,1939,\N,"actor,archive_footage","tt0305711,tt0841046,tt0110955,tt0106856"
865,nm0000867,Jason Bateman,1969,\N,"actor,producer,director","tt0367279,tt2948356,tt2170299,tt0467406"
868,nm0000870,Kathy Bates,1948,\N,"actress,director,producer","tt0100157,tt0109642,tt0120338,tt0257360"
872,nm0000874,Steven Bauer,1956,\N,"actor,producer,soundtrack","tt0086250,tt0181865,tt0117381,tt1769323"
874,nm0000876,Noah Baumbach,1969,\N,"writer,director,producer","tt0367089,tt7653254,tt6160448,tt1517268"
879,nm0000881,Michael Bay,1965,\N,"producer,director,actor","tt0120591,tt1055369,tt2109248,tt0117500"
880,nm0000882,Nathalie Baye,1948,\N,"actress,writer,soundtrack","tt0264464,tt1650048,tt0174330,tt0204709"
883,nm0000885,Ned Beatty,1937,2021,"actor,soundtrack,archive_footage","tt0074958,tt0068473,tt0822854,tt0078346"
890,nm0000892,Jason Beghe,1960,\N,"actor,producer,archive_footage","tt1458175,tt0103074,tt0095652,tt0119173"
894,nm0000896,Harry Belafonte,1927,2023,"music_artist,actor,producer","tt0308055,tt7349662,tt0053454,tt0116745"
903,nm0000905,Roberto Benigni,1952,\N,"actor,writer,director","tt0118799,tt0419198,tt0090967,tt0102164"
904,nm0000906,Annette Bening,1958,\N,"actress,producer,soundtrack","tt0169547,tt4385888,tt0842926,tt0099703"
911,nm0000913,Robby Benson,1956,\N,"actor,director,soundtrack","tt0101414,tt0108778,tt0076500,tt0040053"
914,nm0000916,Peter Berg,1964,\N,"producer,actor,writer","tt0108724,tt0124198,tt0369339,tt1091191"
923,nm0000925,Steven Berkoff,1937,\N,"actor,writer,director","tt0086034,tt0066921,tt0086960,tt1243957"
927,nm0000929,Corbin Bernsen,1954,\N,"actor,producer,writer","tt0373469,tt0097815,tt0110442,tt0116075"
930,nm0000932,Halle Berry,1966,\N,"actress,producer,director","tt0327554,tt0348836,tt0246460,tt0285742"
937,nm0000939,Adrian Biddle,1952,2005,"cinematographer,camera_department,archive_footage","tt0434409,tt0103074,tt0103594,tt0090605"
939,nm0000941,Kathryn Bigelow,1951,\N,"director,producer,actress","tt1790885,tt0887912,tt0093605,tt0114558"
946,nm0000948,Shane Black,1961,\N,"writer,actor,director","tt0093773,tt3799694,tt0373469,tt1300854"
947,nm0000949,Cate Blanchett,1969,\N,"actress,producer,writer","tt2402927,tt2334873,tt0120737,tt0421715"
948,nm0000950,Brenda Blethyn,1946,\N,"actress,writer,soundtrack","tt0414387,tt0117589,tt0147004,tt0195234"
950,nm0000952,Hart Bochner,1956,\N,"actor,director,writer","tt0095016,tt0106364,tt0088206,tt0078902"
955,nm0000957,Jan de Bont,1943,\N,"cinematographer,camera_department,producer","tt0111257,tt0171363,tt0181689,tt0117998"
957,nm0000959,Powers Boothe,1948,2017,"actor,soundtrack,archive_footage","tt0114576,tt0401792,tt0848228,tt0108358"
963,nm0000965,Danny Boyle,1956,\N,"director,producer,writer","tt1542344,tt0289043,tt0111149,tt1010048"
964,nm0000966,Lorraine Bracco,1954,\N,"actress,producer,director","tt0099685,tt0141842,tt0104839,tt0112461"
967,nm0000969,Lillo Brancato,1976,\N,"actor,producer,archive_footage","tt0106489,tt0112740,tt0110971,tt0180052"
969,nm0000971,Nicoletta Braschi,1960,\N,"actress,producer,archive_footage","tt0118799,tt6752992,tt0102164,tt0090967"
971,nm0000973,Benjamin Bratt,1963,\N,"actor,producer,director","tt0212346,tt2380307,tt0181865,tt0098844"
974,nm0000976,Martin Brest,1951,\N,"director,writer,producer","tt0105323,tt0095631,tt0086960,tt0119643"
978,nm0000980,Jim Broadbent,1949,\N,"actor,writer,producer","tt0203009,tt1431181,tt1007029,tt0217505"
979,nm0000981,James Brolin,1940,\N,"actor,producer,director","tt0181865,tt0078767,tt0070909,tt0077294"
980,nm0000982,Josh Brolin,1968,\N,"actor,producer,director","tt4154796,tt0477348,tt4154756,tt1791528"
981,nm0000983,Albert Brooks,1947,\N,"actor,writer,music_department","tt0780504,tt0092699,tt0101698,tt0089504"
982,nm0000984,Avery Brooks,1948,\N,"actor,director,music_department","tt0106145,tt0120609,tt0120586,tt0179626"
